Unnamed: 0,city,intersection_id,lane,num_lane,slope,lane_length,speed_limit,raw_AADT_per_lane,latitude,longitude,signal_time_ratio,phase_count
20,salt-lake-city,5,B,2,0.0146304,318.2060241159399,11.176,664.5,40.76500764007456,-111.87963791999998,0.189873417721519,1.0
21,salt-lake-city,5,C,3,0.0164592,310.6929870424912,13.4112,6212.8,40.76500764007456,-111.87963791999998,0.5063291139240507,1.0
22,salt-lake-city,5,D,2,0.0316992,316.78369904075976,11.176,2651.75,40.76500764007456,-111.87963791999998,0.379746835443038,2.0
23,salt-lake-city,6,A,2,-0.016764,320.6090595550062,13.4112,7710.0,40.76279395003655,-111.8796423,0.6962025316455697,2.0
24,salt-lake-city,6,B,2,0.0124968,304.023059488699,11.176,664.5,40.76279395003655,-111.8796423,0.189873417721519,1.0
25,salt-lake-city,6,C,2,0.013716,383.013482413476,13.4112,3068.333333333333,40.76279395003655,-111.8796423,0.6962025316455697,2.0
26,salt-lake-city,6,D,2,0.0146304,318.2060241159399,11.176,664.5,40.76279395003655,-111.8796423,0.189873417721519,1.0
27,salt-lake-city,7,A,4,-0.0115824,156.69388352321886,13.4112,5290.0,40.7584885000738,-111.87964746,0.3787878787878788,1.0
28,salt-lake-city,7,B,2,0.0103632,320.4278507378273,11.176,1522.5,40.7584885000738,-111.87964746,0.5303030303030303,1.0
29,salt-lake-city,7,C,0,-0.0115824,316.0448938201704,13.4112,681.0,40.7584885000738,-111.87964746,0.0,0.0
30,salt-lake-city,7,D,2,0.0115824,303.9847515172711,11.176,4495.5,40.7584885000738,-111.87964746,0.5303030303030303,1.0
31,salt-lake-city,8,A,0,0.0094488,319.9028189173803,13.4112,10419.5,40.7563015,-111.879641,0.0,0.0
32,salt-lake-city,8,B,2,0.0057912,127.30833645644812,11.176,0.0,40.7563015,-111.879641,0.4166666666666667,1.0
33,salt-lake-city,8,C,5,0.0088392,315.8620399853565,13.4112,7923.0,40.7563015,-111.879641,0.4166666666666667,1.0
34,salt-lake-city,8,D,2,0.0103632,320.4278507378273,11.176,1522.5,40.7563015,-111.879641,0.4166666666666667,1.0
35,salt-lake-city,9,A,2,0.001524,189.2408979720706,11.176,8150.25,40.7519578,-111.87962899999998,0.4430379746835443,1.0
36,salt-lake-city,9,B,3,0.0048768,319.13102237413693,15.6464,6341.4,40.7519578,-111.87962899999998,0.25316455696202533,1.0
37,salt-lake-city,9,C,2,0.0067056,317.4115554266078,11.176,8244.25,40.7519578,-111.87962899999998,0.6329113924050633,2.0
38,salt-lake-city,9,D,3,-0.0112776,317.59479144189686,15.6464,6229.0,40.7519578,-111.87962899999998,0.6962025316455697,2.0
39,salt-lake-city,10,A,1,-0.0073152,480.9800327725768,11.176,6461.5,40.74982667503306,-111.87963877499998,0.4605263157894737,1.0
40,salt-lake-city,10,B,2,-0.0051816,321.7248472323133,13.4112,8567.25,40.74982667503306,-111.87963877499998,0.4605263157894737,1.0
41,salt-lake-city,10,C,2,0.001524,160.88471432591368,11.176,7981.25,40.74982667503306,-111.87963877499998,0.4605263157894737,1.0
42,salt-lake-city,10,D,2,-0.0118872,317.27302640383704,13.4112,2727.5,40.74982667503306,-111.87963877499998,0.4605263157894737,1.0
43,salt-lake-city,11,A,1,0.0,242.5430237873072,13.4112,0.0,40.73351879999999,-111.8767863,0.22727272727272727,1.0
44,salt-lake-city,11,B,1,0.00762,321.76999821414773,13.4112,6532.0,40.73351879999999,-111.8767863,0.6818181818181818,1.0
45,salt-lake-city,11,C,1,0.0,305.1849469646883,13.4112,2756.5,40.73351879999999,-111.8767863,0.22727272727272727,1.0
46,salt-lake-city,11,D,1,-0.0085344,176.7679199726197,13.4112,14973.0,40.73351879999999,-111.8767863,0.6818181818181818,1.0
47,salt-lake-city,12,A,1,-0.010668,318.7419273816608,13.4112,15332.0,40.733512,-111.8653456,0.4225352112676056,1.0
48,salt-lake-city,12,B,1,-0.0024384,238.11168692547784,13.4112,16685.5,40.733512,-111.8653456,0.49295774647887325,1.0
49,salt-lake-city,12,C,1,-0.0225552,318.9804812687539,13.4112,7492.5,40.733512,-111.8653456,0.4225352112676056,1.0
50,salt-lake-city,12,D,1,0.0192024,141.84947505609597,13.4112,5881.5,40.733512,-111.8653456,0.49295774647887325,1.0
51,salt-lake-city,13,A,1,0.0085344,213.55496154584205,13.4112,12623.0,40.72194055003583,-111.85849555,0.9154929577464789,1.0
52,salt-lake-city,13,B,1,-0.0295656,137.9414072895645,11.176,26331.0,40.72194055003583,-111.85849555,0.6338028169014085,1.0
53,salt-lake-city,13,C,1,0.0085344,202.2555396464936,13.4112,9583.5,40.72194055003583,-111.85849555,0.9154929577464789,2.0
54,salt-lake-city,14,A,1,0.0140208,317.54978857741656,11.176,7961.5,40.7671599,-111.8968055,0.8904109589041096,1.0
55,salt-lake-city,14,B,3,0.018288,309.7660718671399,17.8816,6271.6,40.7671599,-111.8968055,0.684931506849315,1.0
56,salt-lake-city,14,C,1,0.0140208,305.3692294650295,11.176,5337.0,40.7671599,-111.8968055,0.8904109589041096,2.0
57,salt-lake-city,15,A,2,0.018288,309.7660718671399,17.8816,6271.6,40.76717535000001,-111.89968249999998,0.5208333333333334,1.0
58,salt-lake-city,15,B,3,0.0146304,320.2148879517563,13.4112,3634.3333333333335,40.76717535000001,-111.89968249999998,0.3125,1.0
59,salt-lake-city,15,C,3,0.0219456,292.3162491896514,17.8816,3584.8,40.76717535000001,-111.89968249999998,0.5208333333333334,1.0
60,salt-lake-city,15,D,3,-0.0067056,303.32473772919883,13.4112,2293.1666666666665,40.76717535000001,-111.89968249999998,0.3125,1.0
61,salt-lake-city,16,A,1,0.0,294.95132148376155,11.176,16574.0,40.7415171,-111.9140541,0.5128205128205128,1.0
62,salt-lake-city,16,B,1,0.0009144,354.2699747719289,17.8816,15832.5,40.7415171,-111.9140541,0.38461538461538464,1.0
63,salt-lake-city,16,C,1,0.0,297.55885500968543,11.176,15264.5,40.7415171,-111.9140541,0.5128205128205128,1.0
64,salt-lake-city,16,D,1,-0.001524,332.1787634120786,13.4112,34305.5,40.7415171,-111.9140541,0.38461538461538464,1.0
65,salt-lake-city,17,A,3,-0.0051816,309.8814290992969,13.4112,7179.333333333333,40.758487287585,-111.8882415,0.3787878787878788,1.0
66,salt-lake-city,17,B,3,0.0051816,320.9987908557653,13.4112,5521.833333333333,40.758487287585,-111.8882415,0.5303030303030303,1.0
67,salt-lake-city,17,C,0,-0.0039624,295.18150887218724,13.4112,7357.25,40.758487287585,-111.8882415,0.0,0.0
68,salt-lake-city,17,D,3,-0.0094488,300.3673236415098,13.4112,4919.166666666667,40.758487287585,-111.8882415,0.5303030303030303,1.0
69,salt-lake-city,18,A,4,-0.0054864,309.0604200402341,13.4112,5157.5,40.75847316007676,-111.88536696,0.29411764705882354,1.0
70,salt-lake-city,18,B,2,0.00762,316.8262439255707,13.4112,5157.5,40.75847316007676,-111.88536696,0.5882352941176471,1.0
71,salt-lake-city,18,C,0,-0.0051816,309.8814290992969,13.4112,7179.333333333333,40.75847316007676,-111.88536696,0.0,0.0
72,salt-lake-city,18,D,2,-0.0064008,305.15445987665,13.4112,5318.5,40.75847316007676,-111.88536696,0.5882352941176471,1.0
73,salt-lake-city,19,A,3,-0.0115824,316.0448938201704,13.4112,681.0,40.75848229999999,-111.8825377,0.19736842105263158,1.0
74,salt-lake-city,19,B,1,0.018288,320.7900874988835,8.9408,10021.5,40.75848229999999,-111.8825377,0.7236842105263158,1.0
75,salt-lake-city,19,C,0,-0.0054864,309.0604200402341,13.4112,6876.666666666667,40.75848229999999,-111.8825377,0.0,0.0
76,salt-lake-city,19,D,1,-0.010668,304.1713967137505,8.9408,1021.5,40.75848229999999,-111.8825377,0.7236842105263158,1.0
77,salt-lake-city,20,A,5,-0.0201168,307.5096653049019,13.4112,6140.333333333333,40.75849830000001,-111.8767679,0.36585365853658536,1.0
78,salt-lake-city,20,B,2,0.0134112,321.92080177414783,13.4112,0.0,40.75849830000001,-111.8767679,0.8536585365853658,2.0
79,salt-lake-city,20,C,0,-0.0112776,163.70294925857598,13.4112,7053.333333333333,40.75849830000001,-111.8767679,0.0,0.0
80,salt-lake-city,20,D,2,-0.0158496,302.5353364120704,13.4112,3008.25,40.75849830000001,-111.8767679,0.4878048780487805,1.0
81,salt-lake-city,21,A,2,0.0207264,161.25876700553704,13.4112,11297.666666666666,40.75631504007316,-111.865319,0.4672897196261682,2.0
82,salt-lake-city,21,B,3,0.0307848,311.0373947244294,13.4112,6914.0,40.75631504007316,-111.865319,0.4205607476635514,2.0
83,salt-lake-city,21,C,2,0.0283464,319.4215449211654,13.4112,4604.0,40.75631504007316,-111.865319,0.4672897196261682,2.0
84,salt-lake-city,21,D,2,-0.0490728,147.89526063177934,11.176,11143.0,40.75631504007316,-111.865319,0.4205607476635514,2.0
85,salt-lake-city,22,A,2,-0.048768,322.6707879235431,13.4112,2107.25,40.75196956007883,-111.86532734,0.37383177570093457,2.0
86,salt-lake-city,22,B,2,-0.0006096,312.4215125344739,13.4112,3201.6666666666665,40.75196956007883,-111.86532734,0.37383177570093457,1.0
87,salt-lake-city,22,C,3,0.0128016,309.8469691849492,15.6464,5307.0,40.75196956007883,-111.86532734,0.37383177570093457,2.0
88,salt-lake-city,22,D,2,-0.001524,317.0151732354409,13.4112,10967.333333333334,40.75196956007883,-111.86532734,0.37383177570093457,2.0
89,salt-lake-city,23,A,1,-0.0252984,162.84560677142912,11.176,8933.5,40.74978795001944,-111.8653515,0.5434782608695652,1.0
90,salt-lake-city,23,B,1,-0.0097536,249.74623230513072,13.4112,4920.0,40.74978795001944,-111.8653515,0.32608695652173914,1.0
91,salt-lake-city,23,C,1,0.0225552,181.63795950089957,11.176,4802.5,40.74978795001944,-111.8653515,0.5434782608695652,1.0
92,salt-lake-city,23,D,1,-0.0131063999999999,312.4215125344739,13.4112,4802.5,40.74978795001944,-111.8653515,0.32608695652173914,1.0
93,salt-lake-city,24,A,1,0.0192024,261.9940866721389,13.4112,17508.0,40.74163102001774,-111.86534462,0.44642857142857145,1.0
94,salt-lake-city,24,B,1,0.0176784,317.9761096996534,11.176,6720.5,40.74163102001774,-111.86534462,0.44642857142857145,1.0
95,salt-lake-city,24,C,1,0.0192024,332.1387004910833,13.4112,6334.5,40.74163102001774,-111.86534462,0.44642857142857145,1.0
96,salt-lake-city,24,D,1,0.025908,161.9386987563551,13.4112,14220.5,40.74163102001774,-111.86534462,0.44642857142857145,1.0
97,salt-lake-city,25,A,3,-0.010668,159.1463530490715,13.4112,6407.6,40.725405899999984,-111.8653266,0.6329113924050633,2.0
98,salt-lake-city,25,B,1,0.0051816,223.68663276097837,13.4112,17771.0,40.725405899999984,-111.8653266,0.25316455696202533,1.0
99,salt-lake-city,25,C,3,0.0170688,162.038156107823,13.4112,6345.6,40.725405899999984,-111.8653266,0.6329113924050633,2.0
100,salt-lake-city,25,D,1,-0.0024384,290.98804222560545,13.4112,18877.0,40.725405899999984,-111.8653266,0.25316455696202533,1.0
101,salt-lake-city,26,A,1,0.0179832,448.847713618972,11.176,13844.0,40.72263742008895,-111.86533968,0.5633802816901409,1.0
102,salt-lake-city,26,B,2,0.013716,67.910682331981,13.4112,9981.25,40.72263742008895,-111.86533968,0.9154929577464789,2.0
103,salt-lake-city,26,C,1,0.0051816,180.16869689403524,13.4112,13651.5,40.72263742008895,-111.86533968,0.352112676056338,1.0
104,salt-lake-city,27,A,1,-0.0429767999999999,197.72867006743047,15.6464,14677.0,40.71266430002832,-111.86544242,0.44642857142857145,1.0
105,salt-lake-city,27,B,1,0.0018288,271.87117999465346,13.4112,15066.5,40.71266430002832,-111.86544242,0.44642857142857145,1.0
106,salt-lake-city,27,C,1,0.0118872,321.00256842378786,15.6464,4692.0,40.71266430002832,-111.86544242,0.44642857142857145,1.0
107,salt-lake-city,27,D,1,0.0018288,700.0,13.4112,15962.0,40.71266430002832,-111.86544242,0.44642857142857145,1.0
108,salt-lake-city,28,A,2,0.0021336,432.69180219088014,15.6464,8048.5,40.73350430005468,-111.91685443999998,0.4878048780487805,1.0
109,salt-lake-city,28,B,3,-0.0003048,403.23922238784337,17.8816,2357.4,40.73350430005468,-111.91685443999998,0.18292682926829268,1.0
110,salt-lake-city,28,C,2,0.0021336,254.97345756109272,15.6464,8425.25,40.73350430005468,-111.91685443999998,0.6707317073170732,2.0
111,salt-lake-city,28,D,3,0.001524,559.1638320126235,15.6464,0.0,40.73350430005468,-111.91685443999998,0.6707317073170732,2.0
112,salt-lake-city,29,A,3,0.0,464.9616711620368,15.6464,2041.2,40.7405057,-111.9168642,0.19480519480519481,1.0
113,salt-lake-city,29,B,1,-0.0018288,551.6269652937164,17.8816,4530.0,40.7405057,-111.9168642,0.6493506493506493,2.0
114,salt-lake-city,29,C,3,-0.0009144,154.8684592908208,15.6464,2955.4,40.7405057,-111.9168642,0.6493506493506493,2.0
115,salt-lake-city,29,D,1,0.0009144,354.2699747719289,17.8816,15832.5,40.7405057,-111.9168642,0.38961038961038963,2.0
116,salt-lake-city,30,A,1,-0.0009144,318.1986089221099,13.4112,19028.5,40.74980930000001,-111.9168243,0.31645569620253167,1.0
117,salt-lake-city,30,B,2,0.0003048,154.69163098255535,15.6464,4345.25,40.74980930000001,-111.9168243,0.569620253164557,2.0
118,salt-lake-city,30,C,1,0.001524,272.00976806816715,11.176,17987.0,40.74980930000001,-111.9168243,0.31645569620253167,1.0
119,salt-lake-city,30,D,3,-0.0039624,155.57497626778232,15.6464,6564.8,40.74980930000001,-111.9168243,0.379746835443038,1.0
120,salt-lake-city,31,A,3,-0.0003048,161.39868452891832,15.6464,0.0,40.76067079999999,-111.9168247,0.41237113402061853,2.0
121,salt-lake-city,31,B,3,0.0003048,324.3137125825842,15.6464,4724.4,40.76067079999999,-111.9168247,0.30927835051546393,1.0
122,salt-lake-city,31,C,2,0.0003048,156.63108720746726,13.4112,8990.0,40.76067079999999,-111.9168247,0.41237113402061853,2.0
123,salt-lake-city,31,D,3,-0.0,312.2377395379692,15.6464,4724.4,40.76067079999999,-111.9168247,0.4639175257731959,2.0
124,salt-lake-city,32,A,3,-0.0,320.59178582979604,15.6464,0.0,40.76499148007171,-111.91683763999998,0.14705882352941177,1.0
125,salt-lake-city,32,B,2,0.0003048,317.3553615993649,11.176,1237.3333333333333,40.76499148007171,-111.91683763999998,0.5882352941176471,2.0
126,salt-lake-city,32,C,3,-0.0,316.709016852062,15.6464,1344.4,40.76499148007171,-111.91683763999998,0.7352941176470589,3.0
127,salt-lake-city,32,D,2,0.0,636.6251223898475,13.4112,5093.75,40.76499148007171,-111.91683763999998,0.7352941176470589,3.0
128,salt-lake-city,33,A,3,-0.0115824,315.226166585127,13.4112,7628.0,40.78236350000001,-111.9025525,0.3153153153153153,1.0
129,salt-lake-city,33,B,3,0.0143256,680.0323364023342,15.6464,7456.2,40.78236350000001,-111.9025525,0.40540540540540543,2.0
130,salt-lake-city,33,C,3,-0.0237744,482.9441781576743,17.8816,5294.2,40.78236350000001,-111.9025525,0.45045045045045046,2.0
131,salt-lake-city,33,D,4,-0.0,306.9891162522072,15.6464,6213.5,40.78236350000001,-111.9025525,0.7207207207207207,3.0
132,salt-lake-city,34,A,3,0.0073152,146.26593455948142,15.6464,5743.5,40.7192145166816,-111.85365426666668,0.42857142857142855,1.0
133,salt-lake-city,34,B,2,0.0292608,700.0,24.5872,55121.5,40.7192145166816,-111.85365426666668,0.42857142857142855,1.0
134,salt-lake-city,34,C,3,0.0027432,281.97938265743574,15.6464,11378.333333333334,40.7192145166816,-111.85365426666668,0.42857142857142855,1.0
135,salt-lake-city,34,D,0,-0.0039624,489.67705485729607,31.2928,34781.0,40.7192145166816,-111.85365426666668,0.0,0.0
136,salt-lake-city,35,A,2,0.0064008,350.76666958200184,11.176,9324.75,40.7562914,-111.896792,0.5147058823529411,1.0
137,salt-lake-city,35,B,5,0.0131063999999999,313.07556782958943,17.8816,10409.2,40.7562914,-111.896792,0.36764705882352944,1.0
138,salt-lake-city,35,C,2,-0.0085344,320.3894542190026,11.176,6450.25,40.7562914,-111.896792,0.5147058823529411,1.0
139,salt-lake-city,35,D,0,0.0027432,316.63737594302,15.6464,9080.6,40.7562914,-111.896792,0.0,0.0
140,salt-lake-city,36,A,0,0.0131063999999999,293.3861459119361,17.8816,10157.2,40.75628285000005,-111.90253775,0.0,0.0
141,salt-lake-city,36,B,2,0.0018288,315.91552863066096,8.9408,10249.25,40.75628285000005,-111.90253775,0.7051282051282052,1.0
142,salt-lake-city,36,C,5,0.001524,176.6328966255153,17.8816,10157.2,40.75628285000005,-111.90253775,0.19230769230769232,1.0
143,salt-lake-city,36,D,2,-0.0012192,318.5761494146228,11.176,7344.25,40.75628285000005,-111.90253775,0.7051282051282052,1.0
144,salt-lake-city,37,A,2,-0.003048,700.0,15.6464,5457.333333333333,40.74977806007435,-111.8910694,0.25316455696202533,1.0
145,salt-lake-city,37,B,2,0.0036576,318.9948172352776,13.4112,7931.75,40.74977806007435,-111.8910694,0.6329113924050633,2.0
146,salt-lake-city,37,C,2,0.0009144,316.783556667209,13.4112,4869.0,40.74977806007435,-111.8910694,0.6962025316455697,2.0
147,salt-lake-city,37,D,2,-0.003048,305.3602892813556,13.4112,8824.25,40.74977806007435,-111.8910694,0.8860759493670886,3.0
148,salt-lake-city,38,A,2,0.0009144,316.783556667209,13.4112,4869.0,40.75194710007271,-111.89108748,0.32710280373831774,1.0
149,salt-lake-city,38,B,2,0.0024384,320.3362414310576,15.6464,3336.75,40.75194710007271,-111.89108748,0.4205607476635514,2.0
150,salt-lake-city,38,C,2,-0.0027432,376.0219698105784,13.4112,10986.0,40.75194710007271,-111.89108748,0.4672897196261682,2.0
151,salt-lake-city,38,D,3,-0.0033528,306.9583561567793,15.6464,7059.4,40.75194710007271,-111.89108748,0.7476635514018691,3.0
152,salt-lake-city,39,A,4,-0.0027432,308.0381416392954,17.8816,2712.5,40.74174345002926,-111.9830525,0.2702702702702703,2.0
153,salt-lake-city,39,B,2,-0.0009144,700.0,11.176,10606.333333333334,40.74174345002926,-111.9830525,0.5855855855855856,1.0
154,salt-lake-city,39,C,4,-0.003048,419.80413368166967,17.8816,2789.6666666666665,40.74174345002926,-111.9830525,0.2702702702702703,2.0
155,salt-lake-city,39,D,1,-0.0024384,592.2268353996112,13.4112,18618.5,40.74174345002926,-111.9830525,0.5855855855855856,2.0
156,salt-lake-city,40,A,3,0.051816,700.0,13.4112,2839.833333333333,40.75196802006769,-111.85390375999998,0.4205607476635514,2.0
157,salt-lake-city,40,B,2,0.0097536,318.1606039667071,13.4112,4259.75,40.75196802006769,-111.85390375999998,0.32710280373831774,1.0
158,salt-lake-city,40,C,3,-0.0429767999999999,318.5630156590536,13.4112,6710.4,40.75196802006769,-111.85390375999998,0.4205607476635514,2.0
159,salt-lake-city,40,D,2,-0.0240792,318.1810162003968,13.4112,11198.666666666666,40.75196802006769,-111.85390375999998,0.7476635514018691,3.0
160,salt-lake-city,41,A,2,0.0,250.5000934154237,17.8816,4330.0,40.69988410003522,-111.8654634,0.22522522522522523,1.0
161,salt-lake-city,41,B,2,0.0,319.6428558617718,17.8816,5531.25,40.69988410003522,-111.8654634,0.4954954954954955,2.0
162,salt-lake-city,41,C,2,0.0,348.1110707182013,17.8816,3631.0,40.69988410003522,-111.8654634,0.36036036036036034,2.0
163,salt-lake-city,41,D,3,0.0,315.87279923681234,17.8816,5702.2,40.69988410003522,-111.8654634,0.7207207207207207,3.0
164,salt-lake-city,42,A,1,0.0,191.7702032480349,17.8816,16964.5,40.69990299999999,-111.85973199999998,0.4268292682926829,1.0
165,salt-lake-city,42,B,3,0.0,477.6664727662909,17.8816,6785.8,40.69990299999999,-111.85973199999998,0.24390243902439024,1.0
166,salt-lake-city,42,C,1,0.0,246.38298333023857,17.8816,16964.5,40.69990299999999,-111.85973199999998,0.6097560975609756,2.0
167,salt-lake-city,42,D,3,0.0,635.5340767247981,17.8816,4065.8,40.69990299999999,-111.85973199999998,0.6707317073170732,2.0
168,salt-lake-city,43,A,2,0.0,367.6183570297145,17.8816,6613.25,40.69995640001725,-111.8539706,0.45045045045045046,2.0
169,salt-lake-city,43,B,2,0.0,438.2499180148076,17.8816,9184.0,40.69995640001725,-111.8539706,0.2702702702702703,1.0
170,salt-lake-city,43,C,3,0.0,635.5340767247981,17.8816,4065.8,40.69995640001725,-111.8539706,0.45045045045045046,2.0
171,salt-lake-city,43,D,2,0.0,291.9542183517044,17.8816,0.0,40.69995640001725,-111.8539706,0.7207207207207207,3.0
172,salt-lake-city,44,A,1,0.0,552.5973421716737,17.8816,16169.0,40.6999027,-111.850721,0.4878048780487805,1.0
173,salt-lake-city,44,B,4,0.0,367.6183570297145,17.8816,4408.833333333333,40.6999027,-111.850721,0.36585365853658536,2.0
174,salt-lake-city,44,C,1,0.0,280.0402950464788,17.8816,9924.0,40.6999027,-111.850721,0.4878048780487805,1.0
175,salt-lake-city,44,D,2,0.0,322.8573214124548,17.8816,4064.5,40.6999027,-111.850721,0.36585365853658536,2.0
176,salt-lake-city,45,A,1,-0.0880872,252.88638209438983,13.4112,14826.5,40.7759466,-111.8910714,0.36036036036036034,1.0
177,salt-lake-city,45,B,2,0.0307848,161.07778535310982,11.176,4105.75,40.7759466,-111.8910714,0.13513513513513514,1.0
178,salt-lake-city,45,C,0,0.0143256,217.7162280252655,11.176,34280.0,40.7759466,-111.8910714,0.0,0.0
179,salt-lake-city,45,D,2,-0.0207264,225.7895004955974,15.6464,8570.0,40.7759466,-111.8910714,0.7207207207207207,2.0
180,salt-lake-city,45,E,2,0.0,237.51023355933452,17.8816,12088.666666666666,40.7759466,-111.8910714,0.0,0.0
181,salt-lake-city,46,A,2,-0.0207264,229.03604557103105,15.6464,3697.25,40.7799417,-111.88995339999998,0.44642857142857145,1.0
182,salt-lake-city,46,B,1,0.0905256,146.19056552365512,11.176,1749.0,40.7799417,-111.88995339999998,0.44642857142857145,1.0
183,salt-lake-city,46,C,2,-0.0179832,127.5645107040227,15.6464,3795.0,40.7799417,-111.88995339999998,0.44642857142857145,1.0
184,salt-lake-city,46,D,1,0.0688848,143.982071795259,11.176,7492.5,40.7799417,-111.88995339999998,0.44642857142857145,1.0
185,salt-lake-city,47,A,3,0.001524,270.24876007943925,15.6464,0.0,40.72813119999999,-111.968071,0.4430379746835443,2.0
186,salt-lake-city,47,B,2,-0.0057912,87.55675323914224,13.4112,4497.0,40.72813119999999,-111.968071,0.4430379746835443,1.0
187,salt-lake-city,47,C,1,-0.0018288,700.0,11.176,16680.5,40.72813119999999,-111.968071,0.25316455696202533,1.0
188,salt-lake-city,47,D,1,-0.0094488,400.3671796451586,13.4112,15926.0,40.72813119999999,-111.968071,0.4430379746835443,1.0
189,salt-lake-city,48,A,3,-0.0033528,320.85872532053725,17.8816,8208.0,40.740464180032426,-111.92470085999996,0.38961038961038963,2.0
190,salt-lake-city,48,B,1,0.0,465.1937755700045,11.176,15488.0,40.740464180032426,-111.92470085999996,0.45454545454545453,1.0
191,salt-lake-city,48,C,2,0.0027432,130.4123756602337,17.8816,2970.333333333333,40.740464180032426,-111.92470085999996,0.19480519480519481,1.0
192,salt-lake-city,48,D,1,0.0,536.4066465449014,11.176,14911.0,40.740464180032426,-111.92470085999996,0.6493506493506493,2.0
193,salt-lake-city,49,A,1,0.0,131.30953127257146,13.4112,6868.0,40.74164236002392,-111.87676706,0.25316455696202533,1.0
194,salt-lake-city,49,B,1,-0.0057912,321.7838573681784,13.4112,6736.5,40.74164236002392,-111.87676706,0.4430379746835443,1.0
195,salt-lake-city,49,C,2,-0.0051816,471.9985041567122,13.4112,1660.0,40.74164236002392,-111.87676706,0.25316455696202533,1.0
196,salt-lake-city,49,D,2,-0.009144,313.33806053000995,13.4112,12829.333333333334,40.74164236002392,-111.87676706,0.6329113924050633,1.0
197,salt-lake-city,50,A,1,0.0024384,232.91982563276773,8.9408,16927.0,40.7416502,-111.873941,0.379746835443038,1.0
198,salt-lake-city,50,B,2,-0.009144,313.33806053000995,13.4112,12829.333333333334,40.7416502,-111.873941,0.5063291139240507,1.0
199,salt-lake-city,50,C,1,-0.0003048,700.0,6.7056,13228.0,40.7416502,-111.873941,0.569620253164557,2.0
200,salt-lake-city,50,D,1,-0.0085344,75.02933852693442,11.176,8513.5,40.7416502,-111.873941,0.6962025316455697,2.0
201,salt-lake-city,51,A,1,-0.0185928,247.53404771189005,13.4112,4817.5,40.74163690002169,-111.85961623999998,0.44642857142857145,1.0
202,salt-lake-city,51,B,1,0.021336,186.18986179873465,13.4112,4515.0,40.74163690002169,-111.85961623999998,0.44642857142857145,1.0
203,salt-lake-city,51,C,1,-0.021336,312.62923842621456,13.4112,4318.5,40.74163690002169,-111.85961623999998,0.44642857142857145,1.0
204,salt-lake-city,51,D,1,-0.077724,638.0171621643342,13.4112,5066.5,40.74163690002169,-111.85961623999998,0.44642857142857145,1.0
